sentiment,content
positive,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!
neutral,@exortabreedoll what happen to the maids of yours? Quit once again? ...
negative,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!
negative,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
negative,@Penguin_J heehee. i love you! i am tired.
negative,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo
negative,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
negative,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night."
negative,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day"
neutral,went to the beach and it started raining
negative,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job..."
positive,"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward..."
neutral,@nayRyelgiuQ airport? and you didnt show up tonight homo!
negative,@charloro jealous  it looks like schindler's list in toronto
positive,I want another tatt
neutral,@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:
positive,"So, I need to make a lot of money tomorrow"
negative,@joiskol  being in your room makes me sad.
negative,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all."
neutral,for the gays i only made 200 tonight
negative,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks
negative,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!"
positive,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.
neutral,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing"
negative,@meljachin: eww. dislike
negative,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.
neutral,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....
negative,"@SuzyDunkley sorry bout the cat,"
neutral,needs to have an increase on her salary  http://plurk.com/p/wxluu
negative,my stomach feels like it's touching the ground..i'm SO full
positive,Pug just woke me from an incredible sleep!
positive,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!
negative,Sooo much work so little time
negative,missed iron chef
negative,@thevowel the DS version sucks
negative,what a bad day
positive,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun
negative,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs
negative,"Ugh, my internet was down!"
positive,omg i didnt tweet all that much today.... *sadness*
negative,is feeling so giddy and wanna go home.
neutral,the week just wasnt the same without an adam lambert performance!!!
neutral,@rockingjude The link doesn't work
negative,Up and packing. Its the last day of youth camp
neutral,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee.."
neutral,Smh @ hiphop nursery rhymes
negative,Somebody please save the polar bears!
positive,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol
positive,@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work
negative,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.
negative,guess im staying home tonight...no movie-ing for me
negative,went to the cd store to search for the cd. But
negative,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs
negative,I miss my mom..  &quot;May angels lead you in&quot;
positive,there's really no android twitter app of Tweetie's calibre
negative,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;
neutral,"@taylor_d No, it's not..."
negative,@chocolovere i feel the same way every day
negative,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.
neutral,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it
negative,Sleppytime. Really missing my godfather right now. Love you Wayne
negative,So have a headache right now and it sucks
negative,@JayDz hope ya sleepin well  guys still here
positive,"i should be finished.... but i'm not.  color drawing, here i come."
negative,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please"
negative,"comfort food of the day: pan mee. though, it didnt taste any good.."
negative,damn being drunk and hot sucks
negative,misses my baby.
negative,is not sleeping because he has paperwork to do.
negative,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
negative,"midnight cry.. wish the person I wanted, wanted me right now"
neutral,@mousebudden I'ma need you to follow me real quick cause I can't DM you
negative,I'm poorly and can't sleep
negative,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
negative,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz"
negative,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again
negative,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
negative,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
negative,didnt say goodnight to you
negative,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw]
negative,has work tom.
neutral,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.
neutral,Can't sleep and nothings on tv!!
positive,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now"
neutral,@KallieT oh ... you've been superseeded?  not good enough
negative,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
negative,fuckin'm transtelecom
neutral,"is really, really bored... I guess I will go to bed"
negative,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store
positive,@ModelTheany  tee we beefin....what was u supposed to do before leavin????
negative,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.
negative,@nickkk_ that sucks!
neutral,@dorkydeanna IIII know!!! and mean
negative,Having Fever  dont feel to work
negative,"Taking Horse Pills, hoping I can get some sleep tonight"
neutral,@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one
negative,missing @MeLDiBiAsE...6 days can't pass quick enough
negative,@juliaiiivir Hey! That's my school! I hate that place.
negative,"Working from home today, my back is killing me  Doctor and then physio after later today."
neutral,back to work.. with no distractions..
positive,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!"
neutral,awwww  i never noticed this http://bit.ly/RConp
neutral,"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite"
negative,"Looks like it's going to be too nice to work today, how annoying as I have no choice"
neutral,@mygoldmask did you guys keep a set list? I forgot to ask for one  xx
neutral,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic"
negative,is desperatly hoping my dad takes me to vanessa's game
negative,@pb_and_jay hi!  Fuck your job!
negative,Missing you all deeply
neutral,"the time you go to bed,  i have to get up to go to work"
positive,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot"
negative,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
neutral,"@miss_cheryl Lucky, now I want to teleport"
negative,Somebody please save the polar bears!
negative,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =(("
negative,I don't want her to leave..
positive,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
positive,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam"
neutral,wut do i do now????
negative,Working   But it's Fridaaaayyyyy
negative,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.
negative,@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late
negative,"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack"
positive,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.
negative,@WillyNorthpole I wish I was there
negative,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
